Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
Dungeon 4 (H) Bow B	33	92	1						bow66	1	bow69	2	bow72	5	bow75	7	bow78	8	bow81	7	bow84	2	bow84	1	Dungeon 4 (H) Bow A	2080						0
Dungeon 5 (H) Bow A	33	92	1						bow69	1	bow72	2	bow75	5	bow78	7	bow81	8	bow84	7	bow87	2	bow87	1	Dungeon 4 (H) Bow B	2080						0
Dungeon 5 (H) Bow B	33	92	1						bow72	1	bow75	2	bow78	5	bow81	7	bow84	8	bow87	7	bow87	2	bow87	1	Dungeon 5 (H) Bow A	2080						0
Dungeon 1 (N) Equip A	34	92	1						weap33	2	armo33	1	weap36	6	armo36	3	weap39	14	armo39	7	weap42	2	armo42	1	Act 1 (H) Junk	935						0
Dungeon 1 (N) Equip B	34	92	1						weap33	2	armo33	1	weap36	6	armo36	3	weap39	14	armo39	7	weap42	6	armo42	3	Dungeon 1 (N) Equip A	1105						0
Dungeon 1 (N) Equip C	34	92	1						weap36	2	armo36	1	weap39	6	armo39	3	weap42	14	armo42	7	weap45	2	armo45	1	Dungeon 1 (N) Equip A	1020						0
Dungeon 2 (N) Equip A	34	92	1						weap36	2	armo36	1	weap39	6	armo39	3	weap42	14	armo42	7	weap45	6	armo45	3	Dungeon 1 (N) Equip B	1233						0
Dungeon 2 (N) Equip B	34	92	1						weap39	2	armo39	1	weap42	6	armo42	3	weap45	14	armo45	7	weap48	2	armo48	1	Dungeon 2 (N) Equip A	1105						0
Dungeon 2 (N) Equip C	34	92	1						weap39	2	armo39	1	weap42	6	armo42	3	weap45	14	armo45	7	weap48	6	armo48	3	Dungeon 2 (N) Equip A	1318						0
Dungeon 3 (N) Equip A	34	92	1						weap42	2	armo42	1	weap45	6	armo45	3	weap48	14	armo48	7	weap51	2	armo51	1	Dungeon 2 (N) Equip B	1190						0
Dungeon 3 (N) Equip B	34	92	1						weap42	2	armo42	1	weap45	6	armo45	3	weap48	14	armo48	7	weap51	6	armo51	3	Dungeon 3 (N) Equip A	1445						0
Dungeon 3 (N) Equip C	34	92	1						weap45	2	armo45	1	weap48	6	armo48	3	weap51	14	armo51	7	weap54	2	armo54	1	Dungeon 3 (N) Equip A	1275						0
Dungeon 4 (N) Equip A	34	92	1						weap45	2	armo45	1	weap48	6	armo48	3	weap51	14	armo51	7	weap54	6	armo54	3	Dungeon 3 (N) Equip B	1530						0
Dungeon 4 (N) Equip B	34	92	1						weap48	2	armo48	1	weap51	6	armo51	3	weap54	14	armo54	7	weap57	2	armo57	1	Dungeon 4 (N) Equip A	1360						0
Dungeon 4 (N) Equip C	34	92	1						weap48	2	armo48	1	weap51	6	armo51	3	weap54	14	armo54	7	weap57	6	armo57	3	Dungeon 4 (N) Equip A	1658						0
Dungeon 5 (N) Equip A	34	92	1						weap51	2	armo51	1	weap54	6	armo54	3	weap57	14	armo57	7	weap60	2	armo60	1	Dungeon 4 (N) Equip B	1445						0
Dungeon 5 (N) Equip B	34	92	1						weap51	2	armo51	1	weap54	6	armo54	3	weap57	14	armo57	7	weap60	6	armo60	3	Dungeon 5 (N) Equip A	1743						0
Dungeon 5 (N) Equip C	34	92	1						weap54	2	armo54	1	weap57	6	armo57	3	weap60	14	armo60	7	weap63	2	armo63	1	Dungeon 5 (N) Equip B	1530						0
Dungeon 1 (H) Equip A	34	92	1						weap54	2	armo54	1	weap57	6	armo57	3	weap60	14	armo60	7	weap63	6	armo63	3	Dungeon 5 (N) Equip C	1785						0
Dungeon 1 (H) Equip B	34	92	1						weap57	2	armo57	1	weap60	6	armo60	3	weap63	14	armo63	7	weap66	2	armo66	1	Dungeon 1 (H) Equip A	1530						0
Dungeon 1 (H) Equip C	34	92	1						weap57	2	armo57	1	weap60	6	armo60	3	weap63	14	armo63	7	weap66	6	armo66	3	Dungeon 1 (H) Equip A	1785						0
Dungeon 2 (H) Equip A	34	92	1						weap60	2	armo60	1	weap63	6	armo63	3	weap66	14	armo66	7	weap69	2	armo69	1	Dungeon 1 (H) Equip B	1530						0
Dungeon 2 (H) Equip B	34	92	1						weap60	2	armo60	1	weap63	6	armo63	3	weap66	14	armo66	7	weap69	6	armo69	3	Dungeon 2 (H) Equip A	1785						0
Dungeon 2 (H) Equip C	34	92	1						weap63	2	armo63	1	weap66	6	armo66	3	weap69	14	armo69	7	weap72	2	armo72	1	Dungeon 2 (H) Equip A	1530						0
Dungeon 3 (H) Equip A	34	92	1						weap63	2	armo63	1	weap66	6	armo66	3	weap69	14	armo69	7	weap72	6	armo72	3	Dungeon 2 (H) Equip B	1785						0
Dungeon 3 (H) Equip B	34	92	1						weap66	2	armo66	1	weap69	6	armo69	3	weap72	14	armo72	7	weap75	2	armo75	1	Dungeon 3 (H) Equip A	1530						0
Dungeon 3 (H) Equip C	34	92	1						weap66	2	armo66	1	weap69	6	armo69	3	weap72	14	armo72	7	weap75	6	armo75	3	Dungeon 3 (H) Equip A	1785						0
Dungeon 4 (H) Equip A	34	92	1						weap69	2	armo69	1	weap72	6	armo72	3	weap75	14	armo75	7	weap78	2	armo78	1	Dungeon 3 (H) Equip B	1530						0
Dungeon 4 (H) Equip B	34	92	1						weap69	2	armo69	1	weap72	6	armo72	3	weap75	14	armo75	7	weap78	6	armo78	3	Dungeon 4 (H) Equip A	1785						0
Dungeon 4 (H) Equip C	34	92	1						weap72	2	armo72	1	weap75	6	armo75	3	weap78	14	armo78	7	weap81	2	armo81	1	Dungeon 4 (H) Equip A	1530						0
Dungeon 5 (H) Equip A	34	92	1						weap75	2	armo75	1	weap78	6	armo78	3	weap81	14	armo81	7	weap84	2	armo84	1	Dungeon 4 (H) Equip B	1530						0
Dungeon 5 (H) Equip B	34	92	1						weap78	2	armo78	1	weap81	6	armo81	3	weap84	14	armo84	7	weap87	2	armo87	1	Dungeon 5 (H) Equip A	1530						0
Dungeon 5 (H) Equip C	34	92	1						weap81	2	armo81	1	weap84	6	armo84	3	weap87	14	armo87	7	weap87	1	armo87	1	Dungeon 5 (H) Equip B	1530						0
Dungeon Cpot		92	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Dungeon Mythic or Charms		92	1					0	mjw	1	cm4	1																				0
Dungeon Terrors		92	1					6	troe	1	tror	1	troa	1																		0
Dungeon Scarabs		92	1					0	scnm	2	scas	2	sccn	1																		0
Dungeon Chisels		92	1					0	ccsa	3	ccpr	2																				0
Dungeon Map Currency		92	1					0	Dungeon Chisels	2	Dungeon Scarabs	1																				0
Dungeon Sacred Orb		92	1					2	sror	1																						0
Dungeon Orbs		92	1					0	etor	1	csor	47	ooal	52																		0
Dungeon Good		92	1					0	Jewelry C	120	Runes 17 equiv	28	T3 Map Drop No Infernal No T4	8	Dungeon Orbs	3	Dungeon Map Currency	5	Dungeon Mythic or Charms	5	Dungeon Sacred Orb	4	Dungeon Terrors	1	Fate Card T4 Map	26	Hatred Orbs T4 Map	5				0
Dungeon Citem		92	1	900	830	850	1024	0	"gld,mul=1280"	60	Dungeon 5 (H) Equip C	37	Dungeon Good	4																		0
Dungeon Uitem		92	1	970	830	850	1024	0	Dungeon 5 (H) Equip C	58	Dungeon Good	4																				0
Dungeon Champ		92	-2					0	Dungeon Citem	1	Dungeon Cpot	3																				0
Dungeon Unique		92	-3					0	Dungeon Uitem	1	Dungeon Cpot	2																				0
Dungeon Norm		92	1					95	gld	316	Dungeon 5 (H) Equip C	241	Act 1 (H) Junk	316	Dungeon Good	30																0
Dungeon Miss		92	1					95	gld	271	Dungeon 5 (H) Equip C	196	Act 1 (H) Junk	271	Dungeon Good	30	Dungeon 5 (H) Bow B	90	Ammo	45												0
Dungeon Cast		92	1					95	gld	271	Dungeon 5 (H) Equip C	226	Act 1 (H) Junk	271	Dungeon Good	30	Act 5 (H) Magic B	105														0
Dungeon Wraith		92	1					195	Dungeon Good	41	Act 5 (H) Magic C	693	Act 1 (H) Junk	271																		0
Uncut Pristine Jewel T1			1					3	unpj	1																						
Uncut Pristine Jewel T2			1					2	unpj	1																						
Uncut Pristine Jewel T3			1					1	unpj	1																						
Map Boss T1		87	5	983	983	983	1024	0	Act 5 (H) Equip C	55	Map Good t1	3	T1 Map Drop	3	dcbl	8	Uncut Pristine Jewel T1	1														0
Map Boss T2		88	5	983	983	983	1024	0	Act 5 (H) Equip C	55	Map Good t2	3	T2 Map Drop	3	dcbl	8	Uncut Pristine Jewel T2	1														0
Map Boss T3 Key		89						1	sfoa	1	sfod	1	sfob	1	sfor	1																0
Map Boss T3 Items		89	5	983	983	983	1024	0	Act 5 (H) Equip C	55	Map Good t3	3	T3 Map Drop	3	dcbl	8	Uncut Pristine Jewel T3	1														0
Map Boss T3			-2						Map Boss T3 Items	1	Map Boss T3 Key	1																				0
Runes 3 terror			1						r05s	3	r06s	2																				0
Runes 4 terror			1						r07s	3	r08s	2	Runes 3 terror	1																		0
Runes 5 terror			1						r09s	3	r10s	2	Runes 4 terror	4																		0
Runes 6 terror			1						r11s	3	r12s	2	Runes 5 terror	6																		0
Runes 7 terror			1						r13s	3	r14s	2	Runes 6 terror	8																		0
Runes 8 terror			1						r15s	3	r16s	2	Runes 7 terror	18																		0
Runes 9 terror			1						r17s	3	r18s	2	Runes 8 terror	36																		0
Runes 10 terror			1						r19s	3	r20s	2	Runes 9 terror	72																		0
Runes 11 terror			1						r21s	3	r22s	2	Runes 10 terror	144																		0
Runes 12 terror			1						r23s	3	r24s	2	Runes 11 terror	212																		0
Runes 13 terror			1						r25s	3	r26s	2	Runes 12 terror	302																		0
Runes 14 terror			1						r27s	3	r28s	2	Runes 13 terror	434																		0
Runes 15 terror			1						r29s	3	r30s	2	Runes 14 terror	588																		0
Runes 16 terror			1						r31s	3	r32s	2	Runes 15 terror	790																		0
Runes 17 terror			1						r33s	1	Runes 16 terror	1034																				0
Terror currency		87	1					0	csor	22	ooal	33	etor	1																		0
Terror scarab		87	1					0	scnm	2	scas	2	sccn	1																		0
Terror chisel		87	1					0	ccsa	2	ccpr	2																				0
Opulence Terror T1		87	1					0	Terror currency	1	Terror chisel	2	Terror scarab	2																		0
Opulence Terror T2		88	2					1	Terror currency	1	Terror chisel	2	Terror scarab	2																		0
Opulence Terror T3		89	3					1	Terror currency	1	Terror chisel	2	Terror scarab	2																		0
Opulence Terror T4		90	4					1	Terror currency	1	Terror chisel	2	Terror scarab	2																		0
Ethereal Terror T1		87	1					7	Runes 17 terror	1																						0
Ethereal Terror T2		88	1					5	Runes 17 terror	1																						0
Ethereal Terror T3		89	1					3	Runes 17 terror	1																						0
Ethereal Terror T4		90	1					1	Runes 17 terror	1																						0
Terror Jewelry		87	1					0	rin	8	amu	4	jew	2	cm3	2	cm2	2	cm1	2	cm4	1	mjw	1								0
Resplendence Terror T1		87	2	500	0	0	0	0	Act 5 (H) Equip C	5	Act 5 (H) Bow B	5	Terror Jewelry	1																		0
Resplendence Terror T2		88	2	500	0	0	0	0	Act 5 (H) Equip C	5	Act 5 (H) Bow B	5	Terror Jewelry	1																		0
Resplendence Terror T3		89	4	500	0	0	0	1	Act 5 (H) Equip C	5	Act 5 (H) Bow B	5	Terror Jewelry	1																		0
Resplendence Terror T4		90	4	500	0	0	0	0	Act 5 (H) Equip C	5	Act 5 (H) Bow B	5	Terror Jewelry	1																		0
Zhar Terrors			1					0	troe	1	tror	1	troa	1																		0
Zhar (H)		85	-2					0	Zhar Terrors	1	Map Boss T3	1																				0
Ureh Boss		85	-2					0	Map Boss T3	1																						0
Lazarus Card			1					39	fa11	1																						
Lazarus Uniq			1					0	Mark of Fate	3	Temporalis	4	Indigon	6	Tides	8	Sanctuarys Demise	16	Lachdanans Sacrifice	20	Amalgamation	46										
UberLazarus			-3					0	Lazarus Uniq	1	Lazarus Card	1	Ascendancy Tier 4	1																		0
Haphesto Quest Items (H)			5	800	800	900	1024	3	"gld,mul=2048"	340	Act 5 (H) Equip A	461	Act 5 (H) Junk	121	Act 5 (H) Good	70																0
Haphesto Quest (H)			-2						hffd	1	Haphesto Quest Items (H)	1																				0
SOE Story Haphesto (H)			-2						hffd	1	Haphesto (H)	1																				0
BELOW ADD OR REMOVE ROW																																0
Larzuk Puzzlebox N HAS TO BE ON																																0
ROW NUMBER 1762 OR EVERYTHING																																0
WILL GO TO SHIT																																0
Cinder or Cluster Unique		87	1					0	hfmx	1	hfcr	4																				0
Cinder or Cluster Champion		87	1					0	hfmx	1	hfcr	7																				0
Cinder or Cluster H2H		87	1					0	hfmx	1	hfcr	10																				0
Superior Abyss Cpot		87	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Superior Abyss Citem		87	1	900	830	850	1024	0	gld	55	Act 5 (H) Equip C	36	Map Good t3	4	Cinder or Cluster Champion	8																0
Superior Abyss Uitem		87	1	960	830	850	1024	0	Act 5 (H) Equip C	50	Map Good t3	4	Cinder or Cluster Unique	8																		0
Superior Abyss Sacred		87	1					3	sror	1																						0
Superior Horde H2H		87	1					70	gld	297	Act 5 (H) Equip C	226	Act 1 (H) Junk	275	Map Good t3	50	Cinder or Cluster H2H	25	Superior Abyss Sacred	1												0
Superior Horde Champ		87	-2					0	Superior Abyss Citem	1	Superior Abyss Cpot	3																				0
Superior Horde Unique		87	-3					0	Superior Abyss Uitem	1	Superior Abyss Cpot	2																				0
LS Horde Uitem t1		87	1	800	800	800	1024	0	Act 5 (H) Equip C	58	Map Good t1	4	Cinder or Cluster Unique	3																		0
LS Horde Uitem t2		88	1	800	800	800	1024	0	Act 5 (H) Equip C	58	Map Good t2	4	Cinder or Cluster Unique	3																		0
LS Horde Uitem t3		89	1	800	800	800	1024	0	Act 5 (H) Equip C	58	Map Good t3	4	Cinder or Cluster Unique	3																		0
LS Horde Citem t1		87	1	800	800	800	1024	0	"gld,mul=1280"	60	Act 5 (H) Equip C	37	Map Good t1	4	Cinder or Cluster Champion	3																0
LS Horde Citem t2		88	1	800	800	800	1024	0	"gld,mul=1280"	60	Act 5 (H) Equip C	37	Map Good t2	4	Cinder or Cluster Champion	3																0
LS Horde Citem t3		89	1	800	800	800	1024	0	"gld,mul=1280"	60	Act 5 (H) Equip C	37	Map Good t3	4	Cinder or Cluster Champion	3																0
LS Horde T1 H2H	35	87	1					94	gld	316	Act 5 (H) Equip C	241	Act 1 (H) Junk	316	Map Good t1	31	Cinder or Cluster H2H	20														0
LS Horde T2 H2H	36	88	1					94	gld	316	Act 5 (H) Equip C	241	Act 1 (H) Junk	316	Map Good t2	31	Cinder or Cluster H2H	21														0
LS Horde T3 H2H	37	89	1					94	gld	316	Act 5 (H) Equip C	241	Act 1 (H) Junk	316	Map Good t3	31	Cinder or Cluster H2H	22														0
LS Horde Champ T1	38	87	-2					0	LS Horde Citem t1	1	Act 5 (H) Cpot C	3																				0
LS Horde Champ T2	39	88	-2					0	LS Horde Citem t2	1	Act 5 (H) Cpot C	3																				0
LS Horde Champ T3	40	89	-2					0	LS Horde Citem t3	1	Act 5 (H) Cpot C	3																				0
LS Horde Unique T1	41	87	-3					0	LS Horde Uitem t1	1	Act 5 (H) Cpot C	2																				0
LS Horde Unique T2	42	88	-3					0	LS Horde Uitem t2	1	Act 5 (H) Cpot C	2																				0
LS Horde Unique T3	43	89	-3					0	LS Horde Uitem t3	1	Act 5 (H) Cpot C	2																				0
UberMatsDiablo			1					1	dcho	1	dcbl	1	dcso	1																		0
UberTristramKeys			1					1	pk1	1	pk2	1	pk3	1																		0
UberMatsRathma			1					1	rtmo	1	rtmv	1	cm2f	1																		0
UberMatsLucion			1					1	lucb	1	lucc	1	lucd	1																		0
Absolute Terror T1		87	1					36	UberMatsDiablo	1	UberTristramKeys	1	UberMatsRathma	1	UberMatsLucion	1																0
Absolute Terror T2		88	1					29	UberMatsDiablo	1	UberTristramKeys	1	UberMatsRathma	1	UberMatsLucion	1																0
Absolute Terror T3		89	1					23	UberMatsDiablo	1	UberTristramKeys	1	UberMatsRathma	1	UberMatsLucion	1																0
Absolute Terror T4		90	1					12	UberMatsDiablo	1	UberTristramKeys	1	UberMatsRathma	1	UberMatsLucion	1																0
Cinder LoD			1					0	hfcr	1																						0
Horde Act 1 (N) H2H		41	1					95	gld	316	Act 1 (N) Equip B	241	Act 1 (N) Junk	316	Act 1 (N) Good	30	Cinder LoD	8														0
Horde Act 2 (N) H2H		45	1					95	gld	316	Act 2 (N) Equip B	241	Act 2 (N) Junk	316	Act 2 (N) Good	30	Cinder LoD	8														0
Horde Act 3 (N) H2H		50	1					95	gld	316	Act 3 (N) Equip B	241	Act 3 (N) Junk	316	Act 3 (N) Good	30	Cinder LoD	8														0
Horde Act 4 (N) H2H		54	1					95	gld	316	Act 4 (N) Equip B	241	Act 4 (N) Junk	316	Act 4 (N) Good	30	Cinder LoD	8														0
Horde Act 5 (N) H2H		62	1					95	gld	316	Act 5 (N) Equip C	241	Act 5 (N) Junk	316	Act 5 (N) Good	30	Cinder LoD	8														0
Horde Act 1 (H) H2H		68	1					91	gld	316	Act 1 (H) Equip B	241	Act 1 (H) Junk	316	Act 1 (H) Good	30	Cinder LoD	12														0
Horde Act 2 (H) H2H		73	1					91	gld	316	Act 2 (H) Equip B	241	Act 1 (H) Junk	316	Act 2 (H) Good	30	Cinder LoD	12														0
Horde Act 3 (H) H2H		77	1					91	gld	316	Act 3 (H) Equip B	241	Act 1 (H) Junk	316	Act 3 (H) Good	30	Cinder LoD	12														0
Horde Act 4 (H) H2H		80	1					91	gld	316	Act 4 (H) Equip B	241	Act 1 (H) Junk	316	Act 4 (H) Good	30	Cinder LoD	12														0
Horde Act 5 (H) H2H		85	1					91	gld	316	Act 5 (H) Equip C	241	Act 1 (H) Junk	316	Act 5 (H) Good	30	Cinder LoD	12														0
Horde Act 1 (N) CItem		41	1	800	800	800	1024	0	"gld,mul=1280"	60	Act 1 (N) Equip B	37	Act 1 (N) Good	3	Cinder LoD	1																0
Horde Act 2 (N) CItem		45	1	800	800	800	1024	0	"gld,mul=1280"	60	Act 2 (N) Equip B	37	Act 2 (N) Good	3	Cinder LoD	1																0
Horde Act 3 (N) CItem		50	1	800	800	800	1024	0	"gld,mul=1280"	60	Act 3 (N) Equip B	37	Act 3 (N) Good	3	Cinder LoD	1																0
Horde Act 4 (N) CItem		54	1	800	800	800	1024	0	"gld,mul=1280"	60	Act 4 (N) Equip B	37	Act 4 (N) Good	3	Cinder LoD	1																0
Horde Act 5 (N) CItem		62	1	800	800	800	1024	0	"gld,mul=1280"	60	Act 5 (N) Equip C	37	Act 5 (N) Good	3	Cinder LoD	1																0
Horde Act 1 (H) CItem		68	1	800	800	800	1024	0	"gld,mul=1280"	60	Act 1 (H) Equip B	37	Act 1 (H) Good	3	Cinder LoD	2																0
Horde Act 2 (H) CItem		72	1	800	800	800	1024	0	"gld,mul=1280"	60	Act 2 (H) Equip B	37	Act 2 (H) Good	3	Cinder LoD	2																0
Horde Act 3 (H) CItem		77	1	800	800	800	1024	0	"gld,mul=1280"	60	Act 3 (H) Equip B	37	Act 3 (H) Good	3	Cinder LoD	2																0
Horde Act 4 (H) CItem		80	1	800	800	800	1024	0	"gld,mul=1280"	60	Act 4 (H) Equip B	37	Act 4 (H) Good	3	Cinder LoD	2																0
Horde Act 5 (H) CItem		85	1	800	800	800	1024	0	"gld,mul=1280"	60	Act 5 (H) Equip C	37	Act 5 (H) Good	3	Cinder LoD	2																0
Horde Act 1 (N) Champ		41	-2					0	Horde Act 1 (N) CItem	1	Act 1 (N) Cpot C	2																				0
Horde Act 2 (N) Champ		45	-2					0	Horde Act 2 (N) CItem	1	Act 2 (N) Cpot C	2																				0
Horde Act 3 (N) Champ		50	-2					0	Horde Act 3 (N) CItem	1	Act 3 (N) Cpot C	2																				0
Horde Act 4 (N) Champ		56	-2					0	Horde Act 4 (N) CItem	1	Act 4 (N) Cpot B	2																				0
Horde Act 5 (N) Champ		62	-2					0	Horde Act 5 (N) CItem	1	Act 5 (N) Cpot C	2																				0
Horde Act 1 (H) Champ		68	-2					0	Horde Act 1 (H) CItem	1	Act 1 (H) Cpot C	3																				0
Horde Act 2 (H) Champ		72	-2					0	Horde Act 2 (H) CItem	1	Act 2 (H) Cpot C	3																				0
Horde Act 3 (H) Champ		77	-2					0	Horde Act 3 (H) CItem	1	Act 3 (H) Cpot C	3																				0
Horde Act 4 (H) Champ		80	-2					0	Horde Act 4 (H) CItem	1	Act 4 (H) Cpot B	3																				0
Horde Act 5 (H) Champ		85	-2					0	Horde Act 5 (H) CItem	1	Act 5 (H) Cpot C	3																				0
Horde Act 1 (N) UItem		41	1	800	800	800	1024	0	Act 1 (N) Equip B	58	Act 1 (N) Good	4	Cinder LoD	1																		0
Horde Act 2 (N) UItem		45	1	800	800	800	1024	0	Act 2 (N) Equip B	58	Act 2 (N) Good	4	Cinder LoD	1																		0
Horde Act 3 (N) UItem		50	1	800	800	800	1024	0	Act 3 (N) Equip B	58	Act 3 (N) Good	4	Cinder LoD	1																		0
Horde Act 4 (N) UItem		54	1	800	800	800	1024	0	Act 4 (N) Equip B	58	Act 4 (N) Good	4	Cinder LoD	1																		0
Horde Act 5 (N) UItem		62	1	800	800	800	1024	0	Act 5 (N) Equip C	58	Act 5 (N) Good	4	Cinder LoD	1																		0
Horde Act 1 (H) UItem		68	1	800	800	800	1024	0	Act 1 (H) Equip B	58	Act 1 (H) Good	4	Cinder LoD	1																		0
Horde Act 2 (H) UItem		72	1	800	800	800	1024	0	Act 2 (H) Equip B	58	Act 2 (H) Good	4	Cinder LoD	1																		0
Horde Act 3 (H) UItem		77	1	800	800	800	1024	0	Act 3 (H) Equip B	58	Act 3 (H) Good	4	Cinder LoD	1																		0
Horde Act 4 (H) UItem		80	1	800	800	800	1024	0	Act 4 (H) Equip B	58	Act 4 (H) Good	4	Cinder LoD	1																		0
Horde Act 5 (H) UItem		85	1	800	800	800	1024	0	Act 5 (H) Equip C	58	Act 5 (H) Good	4	Cinder LoD	1																		0
Horde Act 1 (N) Unique		41	-3					0	Horde Act 1 (N) UItem	1	Act 1 (N) Cpot C	2																				0
Horde Act 2 (N) Unique		45	-3					0	Horde Act 2 (N) UItem	1	Act 2 (N) Cpot C	2																				0
Horde Act 3 (N) Unique		50	-3					0	Horde Act 3 (N) UItem	1	Act 3 (N) Cpot C	2																				0
Horde Act 4 (N) Unique		54	-3					0	Horde Act 4 (N) UItem	1	Act 4 (N) Cpot B	2																				0
Horde Act 5 (N) Unique		62	-3					0	Horde Act 5 (N) UItem	1	Act 5 (N) Cpot C	2																				0
Horde Act 1 (H) Unique		68	-3					0	Horde Act 1 (H) UItem	1	Act 1 (H) Cpot C	2																				0
Horde Act 2 (H) Unique		72	-3					0	Horde Act 2 (H) UItem	1	Act 2 (H) Cpot C	2																				0
Horde Act 3 (H) Unique		77	-3					0	Horde Act 3 (H) UItem	1	Act 3 (H) Cpot C	2																				0
Horde Act 4 (H) Unique		80	-3					0	Horde Act 4 (H) UItem	1	Act 4 (H) Cpot B	2																				0
Horde Act 5 (H) Unique		85	-3					0	Horde Act 5 (H) UItem	1	Act 5 (H) Cpot C	2																				0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
