description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
item -> added mod 7	1	1		100	16	361	565		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		39	39	corruptnum	100		1001	1001	res-pois	100		15	20																																																																					0
item -> added mod 8	1	1		100	16	361	610		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		40	40	corruptnum	100		1001	1001	regen-mana	100		10	15																																																																					0
Tier 2	0																																																																																																							0
item -> added mod 1	1	1		100	16	361	640		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		64	64	corruptnum	100		1001	1001	block2	100		10	10																																																																					0
item -> added mod 2	1	1		100	16	361	670		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		61	61	corruptnum	100		1001	1001	hp	100		20	40																																																																					0
item -> added mod 3	1	1		100	16	361	700		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		48	48	corruptnum	100		1001	1001	indestruct	100		1	1	ac%	100		50	80																																																																0
item -> added mod 4	1	1		100	16	361	730		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		51	51	corruptnum	100		1001	1001	res-all	100		5	8																																																																					0
item -> added mod 5	1	1		100	16	361	760		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		34	34	corruptnum	100		1001	1001	regen	100		15	25																																																																					0
item -> added mod 6	1	1		100	16	361	790		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		8	8	corruptnum	100		1001	1001	heal-kill	100		2	3																																																																					0
item -> added mod 7	1	1		100	16	361	820		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		9	9	corruptnum	100		1001	1001	mana-kill	100		2	3																																																																					0
item -> added mod 8	1	1		100	16	361	850		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		35	35	corruptnum	100		1001	1001	balance1	100		10	10																																																																					0
Tier 3	0																																																																																																							0
item -> added mod 1	1	1		100	16	361	869		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		44	44	corruptnum	100		1001	1001	move1	100		15	15																																																																					0
item -> added mod 2	1	1		100	16	361	888		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		67	67	corruptnum	100		1001	1001	block	100		10	10																																																																					0
item -> added mod 3	1	1		100	16	361	907		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		49	49	corruptnum	100		1001	1001	curse-res	100		20	20																																																																					0
item -> added mod 4	1	1		100	16	361	925		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		52	52	corruptnum	100		1001	1001	red-dmg%	100		3	4																																																																					0
item -> added mod 5	1	1		100	16	361	944		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		53	53	corruptnum	100		1001	1001	res-fire-max	100		2	3	res-fire	100		10	10																																																																0
item -> added mod 6	1	1		100	16	361	963		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		54	54	corruptnum	100		1001	1001	res-cold-max	100		2	3	res-cold	100		10	10																																																																0
item -> added mod 7	1	1		100	16	361	982		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		55	55	corruptnum	100		1001	1001	res-ltng-max	100		2	3	res-ltng	100		10	10																																																																0
item -> added mod 8	1	1		100	16	361	1000		2	"boot,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		56	56	corruptnum	100		1001	1001	res-pois-max	100		2	3	res-pois	100		10	10																																																																0
Generate Uniques (for testing)	0																																																																																																							0
rand weapon	0			100					1	"imma,qty=1"							"weap,uni"	99		100																																																																																				0
rand armor	0			100					1	"key,qty=1"							"tors,uni"	99		100																																																																																				0
rand helm	0			100					1	"imra,qty=1"							"helm,uni"	99		100																																																																																				0
rand boot	0			100					1	"rera,qty=1"							"boot,uni"	99		100																																																																																				0
rand belt	0			100					1	"scou,qty=1"							"belt,uni"	99		100																																																																																				0
rand shield	0			100					1	"upma,qty=1"							"shld,uni"	99		100																																																																																				0
rand gloves	0			100					1	vps							"glov,uni"	99		100																																																																																				0
rand ring	0			100					1	"wss,qty=1"							"rin,uni"	99		100																										"rin,uni"	99		100																										"rin,uni"	99		100																										0
phys charm	0			100					1	"isc,qty=1"							"cm3,mag"	95		100	dmg-max	100		6	9	att		30	60																	"cm3,mag"	95		100	dmg-max	100		6	9	att		30	60																	"cm3,mag"	95		100	dmg-max	100		6	9	att		30	60																	0
skills charm	0			100					1	"key,qty=1"							"cm1,mag"	95		100	allskills	100		1	1																					"cm1,mag"	95		100	allskills	100		1	1																					"cm1,mag"	95		100	allskills	100		1	1																					0
exp charm	0			100	18	361	0		2	"cm2,mag"	"wss,qty=1"						useitem	95		100	corrupt	100		1	1	corruptnum	100		1001	1001	addxp	100		10	10																																																																					0
frw charm	0			100	18	361	0		2	"cm3,mag"	"wss,qty=1"						useitem	95		100	corrupt	100		1	1	corruptnum	100		1001	1001	move2	100		107	107																																																																					0
Lightsong - Eth weap	1			100					2	"weap,noe"	lsvl						useitem	95		100	ethereal	100		1	1																																																																															0
Lightsong - Eth armor	1			100					2	"armo,noe"	lsvl						useitem	95		100	ethereal	100		1	1																																																																															0
Lillith's Mirror weap (magic)	1			100					2	"weap,mag"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror armo (magic)	1			100					2	"armo,mag"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror ring (magic)	1			100					2	"ring,mag"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror amul (magic)	1			100					2	"amul,mag"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror jewl (magic)	0			100					2	"jew,mag"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror weap (rare)	1			100					2	"weap,rar"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror armo (rare)	1			100					2	"armo,rar"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror ring (rare)	1			100					2	"ring,rar"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror amul (rare)	1			100					2	"amul,rar"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror jewl (rare)	0			100					2	"jew,rar"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror weap (craft)	1			100					2	"weap,crf"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror armo (craft)	1			100					2	"armo,crf"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror ring (craft)	1			100					2	"ring,crf"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror amul (craft)	1			100					2	"amul,crf"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror jewl (craft)	0			100					2	"jew,crf"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
rathma ingredients	1			100					3	"rtmv,qty=1"	"Hellfire Torch"	"rtmo,qty=1"					rtma																																																																																							0
fragment -> jawbone	1			100					2	"rtmf,qty=2"	"Hellfire Torch"						rtmo																																																																																							0
Jewel -> Jewel Fragments x15	1			100					2	"key,qty=1"	"jew,qty=15"						useitem			100																										"jewf,qty=15"			100																																																							0
Jewel -> Jewel Fragments x14	1			100					2	"key,qty=1"	"jew,qty=14"						useitem			100																										"jewf,qty=14"			100																																																							0
Jewel -> Jewel Fragments x13	1			100					2	"key,qty=1"	"jew,qty=13"						useitem			100																										"jewf,qty=13"			100																																																							0
Jewel -> Jewel Fragments x12	1			100					2	"key,qty=1"	"jew,qty=12"						useitem			100																										"jewf,qty=12"			100																																																							0
Jewel -> Jewel Fragments x11	1			100					2	"key,qty=1"	"jew,qty=11"						useitem			100																										"jewf,qty=11"			100																																																							0
